complaint_id,customer_id,tower_id,complaint_type,status,resolution_days,complaint_date
COMP_00327,9524-EGPJC,TOWER_014,Billing Error,Open,22,2025-10-12
COMP_00328,1855-AGAWH,TOWER_037,Billing Error,Open,30,2025-05-20
COMP_00329,8016-ZMGMO,TOWER_008,Call Drop,Open,22,2025-08-07
COMP_00330,6834-NXDCA,TOWER_020,Billing Error,Resolved,38,2026-01-31
COMP_00331,7508-MYBOG,TOWER_039,Call Drop,Resolved,26,2025-07-01
COMP_00332,5233-AOZUF,TOWER_043,Slow Data,Escalated,7,2025-11-13
COMP_00333,7693-QPEFS,TOWER_014,Network Outage,Resolved,27,2025-06-23
COMP_00334,2916-BQZLN,TOWER_037,Slow Data,Open,32,2025-11-24
COMP_00335,9294-TDIPC,TOWER_044,Network Outage,Resolved,44,2026-03-04
COMP_00336,0378-XSZPU,TOWER_038,SIM Issue,Resolved,7,2025-10-15
COMP_00337,5176-LMJXE,TOWER_043,Call Drop,Resolved,41,2025-12-14
COMP_00338,4626-GYCZP,TOWER_022,Network Outage,Resolved,14,2026-02-17
COMP_00339,4018-KJYUY,TOWER_033,Slow Data,Open,14,2025-08-04
COMP_00340,0923-PNFUB,TOWER_029,Slow Data,Open,38,2025-09-11
COMP_00341,1260-TTRXI,TOWER_014,Slow Data,Escalated,41,2025-09-15
COMP_00342,9025-AOMKI,TOWER_026,Call Drop,Open,12,2025-08-03
COMP_00343,6173-ITPWD,TOWER_032,Network Outage,Escalated,13,2025-05-26
COMP_00344,3190-XFANI,TOWER_025,Billing Error,Resolved,25,2026-01-09
COMP_00345,3387-VATUS,TOWER_031,Call Drop,Escalated,41,2025-08-16
COMP_00346,3090-HAWSU,TOWER_028,Call Drop,Open,29,2026-02-06
COMP_00347,4625-EWPTF,TOWER_002,Billing Error,Open,3,2026-02-06
COMP_00348,4632-XJMEX,TOWER_038,Network Outage,Resolved,11,2025-05-11
COMP_00349,0628-CNQRM,TOWER_025,Billing Error,Open,24,2025-07-22
COMP_00350,9689-PTNPG,TOWER_036,Call Drop,Resolved,22,2025-11-08
COMP_00351,1091-SOZGA,TOWER_018,Slow Data,Open,18,2025-05-11
COMP_00352,3724-BSCVH,TOWER_011,SIM Issue,Escalated,19,2025-08-23
COMP_00353,5469-CTCWN,TOWER_049,Slow Data,Open,8,2025-10-20
COMP_00354,4948-WBBKL,TOWER_018,Billing Error,Resolved,22,2025-08-10
COMP_00355,6169-PGNCD,TOWER_044,Call Drop,Escalated,6,2026-01-11
COMP_00356,6502-HCJTI,TOWER_025,Call Drop,Resolved,7,2026-02-13
COMP_00357,2533-QVMSK,TOWER_032,Slow Data,Open,24,2025-09-10
COMP_00358,9576-ANLXO,TOWER_024,Billing Error,Escalated,23,2026-02-01
COMP_00359,4806-KEXQR,TOWER_033,Network Outage,Escalated,9,2026-01-07
COMP_00360,2919-HBCJO,TOWER_041,SIM Issue,Resolved,6,2025-12-01
COMP_00361,3941-XTSKM,TOWER_014,Call Drop,Resolved,17,2026-02-18
COMP_00362,4102-OQUPX,TOWER_002,Billing Error,Escalated,19,2025-11-20
COMP_00363,4425-OWHWB,TOWER_011,Network Outage,Resolved,3,2025-11-26
COMP_00364,9172-ANCRX,TOWER_002,Call Drop,Escalated,26,2026-01-03
COMP_00365,2219-MVUSO,TOWER_012,SIM Issue,Resolved,3,2025-07-14
COMP_00366,7627-JKIAZ,TOWER_039,Billing Error,Open,2,2025-07-19
COMP_00367,3550-SAHFP,TOWER_021,Slow Data,Open,8,2025-07-26
COMP_00368,6906-ANDWJ,TOWER_008,Billing Error,Open,4,2025-12-29
COMP_00369,5027-XWQHA,TOWER_050,SIM Issue,Resolved,11,2025-06-25
COMP_00370,2108-YKQTY,TOWER_022,Billing Error,Resolved,4,2025-11-22
COMP_00371,4065-JJAVA,TOWER_016,Network Outage,Open,18,2025-11-14
COMP_00372,8802-UNOJF,TOWER_029,Slow Data,Resolved,39,2026-02-07
COMP_00373,0596-BQCEQ,TOWER_004,SIM Issue,Resolved,37,2025-09-01
COMP_00374,5465-BUBFA,TOWER_011,Billing Error,Escalated,39,2026-01-23
COMP_00375,3647-GMGDH,TOWER_005,Call Drop,Resolved,32,2026-02-23
COMP_00376,1596-BBVTG,TOWER_013,Slow Data,Escalated,22,2026-04-26
COMP_00377,2359-QWQUL,TOWER_005,Billing Error,Resolved,21,2025-12-12
COMP_00378,0520-FDVVT,TOWER_004,Call Drop,Open,10,2025-12-25
COMP_00379,0956-SYCWG,TOWER_007,SIM Issue,Resolved,25,2026-03-26
COMP_00380,2115-BFTIW,TOWER_036,Billing Error,Escalated,40,2026-02-24
COMP_00381,3653-NCRDJ,TOWER_005,SIM Issue,Escalated,4,2025-06-15
COMP_00382,2848-YXSMW,TOWER_035,SIM Issue,Resolved,26,2025-07-24
COMP_00383,1448-CYWKC,TOWER_010,Slow Data,Escalated,31,2026-02-02
COMP_00384,8779-QRDMV,TOWER_024,Network Outage,Resolved,35,2026-03-17
COMP_00385,3746-EUBYR,TOWER_003,Call Drop,Escalated,35,2026-03-02
COMP_00386,0384-LPITE,TOWER_035,Slow Data,Open,17,2025-05-03
COMP_00387,2215-ZAFGX,TOWER_047,Call Drop,Resolved,4,2025-08-06
COMP_00388,9940-RHLFB,TOWER_045,Network Outage,Escalated,4,2025-06-09
COMP_00389,5075-JSDKI,TOWER_009,Billing Error,Resolved,14,2025-05-18
COMP_00390,8779-YIQQA,TOWER_028,Billing Error,Open,30,2025-12-03
COMP_00391,0670-ANMUU,TOWER_026,Slow Data,Resolved,20,2026-02-06
COMP_00392,8305-VHZBZ,TOWER_042,Billing Error,Resolved,18,2026-03-17
COMP_00393,4702-IOQDC,TOWER_042,Slow Data,Escalated,8,2025-10-13
COMP_00394,3669-LVWZB,TOWER_003,SIM Issue,Open,1,2025-12-19
COMP_00395,4482-FTFFX,TOWER_018,Network Outage,Escalated,32,2026-04-08
COMP_00396,8332-OSJDW,TOWER_014,Slow Data,Resolved,34,2025-09-27
COMP_00397,3269-ATYWD,TOWER_040,SIM Issue,Open,35,2025-07-23
COMP_00398,6993-OHLXR,TOWER_004,Billing Error,Escalated,12,2025-05-07
COMP_00399,2074-GUHPQ,TOWER_042,SIM Issue,Open,43,2025-10-21
COMP_00400,1853-UDXBW,TOWER_030,Call Drop,Resolved,12,2025-11-21
COMP_00401,6568-POCUI,TOWER_032,Network Outage,Open,14,2025-10-07
COMP_00402,1965-AKTSX,TOWER_038,Network Outage,Escalated,40,2026-01-21
COMP_00403,5780-INQIK,TOWER_043,SIM Issue,Open,29,2025-11-05
COMP_00404,9524-EGPJC,TOWER_007,Billing Error,Escalated,30,2026-01-17
COMP_00405,1154-HYWWO,TOWER_017,Billing Error,Escalated,5,2025-06-23
COMP_00406,5010-IPEAQ,TOWER_001,Billing Error,Escalated,27,2026-04-19
COMP_00407,5442-BXVND,TOWER_050,Call Drop,Escalated,13,2026-02-08
COMP_00408,7112-OPOTK,TOWER_026,Call Drop,Escalated,18,2025-08-30
COMP_00409,4612-SSVHJ,TOWER_002,Network Outage,Escalated,23,2025-06-28
COMP_00410,8628-MFKAX,TOWER_040,Slow Data,Resolved,25,2025-09-21
COMP_00411,6100-QQHEB,TOWER_019,Network Outage,Escalated,8,2025-11-25
COMP_00412,3191-CSNMG,TOWER_040,Slow Data,Resolved,2,2025-10-14
COMP_00413,3834-XUIFC,TOWER_020,Network Outage,Escalated,19,2026-03-07
COMP_00414,6854-EXGSF,TOWER_032,Call Drop,Open,27,2025-10-12
COMP_00415,1052-QJIBV,TOWER_020,SIM Issue,Resolved,9,2025-07-30
COMP_00416,2528-HFYZX,TOWER_038,SIM Issue,Escalated,23,2025-06-01
COMP_00417,7410-YTJIK,TOWER_017,Billing Error,Open,1,2025-12-30
COMP_00418,8802-UNOJF,TOWER_009,Slow Data,Open,24,2025-05-10
COMP_00419,1193-RTSLK,TOWER_019,Billing Error,Escalated,37,2026-02-20
COMP_00420,4140-MUHUG,TOWER_005,SIM Issue,Resolved,4,2026-02-20
COMP_00421,9717-IOAAF,TOWER_010,Billing Error,Open,13,2026-03-27
COMP_00422,9019-QVLZD,TOWER_005,Call Drop,Escalated,10,2025-11-16
COMP_00423,4897-QSUYC,TOWER_022,Slow Data,Escalated,42,2025-10-25
COMP_00424,4911-BANWH,TOWER_050,SIM Issue,Escalated,12,2026-03-17
COMP_00425,2955-BJZHG,TOWER_010,Slow Data,Resolved,32,2025-05-04
COMP_00426,4193-ORFCL,TOWER_022,Call Drop,Resolved,40,2025-11-17
COMP_00427,9526-JAWYF,TOWER_029,SIM Issue,Open,13,2025-08-01
COMP_00428,7549-MYGPK,TOWER_046,SIM Issue,Resolved,33,2025-07-10
COMP_00429,8819-IMISP,TOWER_046,Slow Data,Resolved,3,2025-09-16
COMP_00430,1481-ZUWZA,TOWER_047,Network Outage,Resolved,40,2025-11-06
COMP_00431,1202-KKGFU,TOWER_007,Network Outage,Open,20,2025-05-31
COMP_00432,8413-VONUO,TOWER_022,SIM Issue,Open,18,2026-04-26
COMP_00433,9488-HGMJH,TOWER_015,Call Drop,Escalated,2,2025-09-11
COMP_00434,0137-UDEUO,TOWER_048,Network Outage,Open,9,2026-02-02
COMP_00435,8042-JVNFH,TOWER_020,Call Drop,Open,1,2026-01-21
COMP_00436,0599-XNYDO,TOWER_014,Call Drop,Escalated,31,2025-12-29
COMP_00437,4424-TKOPW,TOWER_008,SIM Issue,Escalated,26,2025-05-21
COMP_00438,9254-RBFON,TOWER_023,Slow Data,Escalated,36,2025-06-30
COMP_00439,6088-BXMRG,TOWER_008,Billing Error,Open,45,2025-09-12
COMP_00440,5073-WXOYN,TOWER_020,Call Drop,Escalated,30,2025-11-17
COMP_00441,2720-WGKHP,TOWER_022,Slow Data,Escalated,45,2025-06-23
COMP_00442,1041-RXHRA,TOWER_033,Call Drop,Escalated,33,2026-04-02
COMP_00443,7305-ZWMAJ,TOWER_041,SIM Issue,Escalated,20,2025-06-22
COMP_00444,1329-VHWNP,TOWER_032,Billing Error,Open,24,2026-01-07
COMP_00445,3398-ZOUAA,TOWER_033,SIM Issue,Open,1,2026-04-14
COMP_00446,5366-OBVMR,TOWER_018,Billing Error,Resolved,20,2025-05-29
COMP_00447,5520-FVEWJ,TOWER_007,Slow Data,Resolved,17,2025-07-31
COMP_00448,4895-TMWIR,TOWER_002,Slow Data,Open,24,2025-10-07
COMP_00449,2081-VEYEH,TOWER_034,Network Outage,Escalated,26,2026-02-16
COMP_00450,4635-EJYPD,TOWER_003,SIM Issue,Resolved,38,2025-05-07
COMP_00451,9897-KXHCM,TOWER_025,SIM Issue,Escalated,31,2025-07-05
COMP_00452,3313-QKNKB,TOWER_038,SIM Issue,Escalated,8,2025-08-26
COMP_00453,3186-BAXNB,TOWER_035,SIM Issue,Escalated,35,2026-01-28
COMP_00454,0643-OKLRP,TOWER_043,Network Outage,Open,15,2026-03-15
COMP_00455,7410-KTVFV,TOWER_033,Billing Error,Escalated,34,2026-04-20
COMP_00456,7239-HZZCX,TOWER_028,Network Outage,Escalated,15,2025-10-21
COMP_00457,0708-SJDIS,TOWER_030,Call Drop,Escalated,43,2026-02-18
COMP_00458,8519-QJGJD,TOWER_022,Slow Data,Resolved,3,2025-07-28
COMP_00459,2758-RNWXS,TOWER_047,Call Drop,Open,21,2025-05-07
COMP_00460,0506-LVNGN,TOWER_020,SIM Issue,Open,27,2026-03-10
COMP_00461,0923-PNFUB,TOWER_011,Slow Data,Escalated,14,2026-04-15
COMP_00462,6158-DWPZT,TOWER_011,Slow Data,Resolved,15,2025-09-26
COMP_00463,0439-IFYUN,TOWER_045,SIM Issue,Resolved,12,2025-09-06
COMP_00464,7074-IEVOJ,TOWER_026,Billing Error,Open,14,2026-01-01
COMP_00465,9874-QLCLH,TOWER_045,Network Outage,Escalated,4,2026-02-01
COMP_00466,6543-CPZMK,TOWER_028,Slow Data,Resolved,9,2026-03-24
COMP_00467,2660-EMUBI,TOWER_007,Billing Error,Resolved,15,2025-08-11
COMP_00468,3094-JOJAI,TOWER_028,Network Outage,Resolved,17,2025-04-29
COMP_00469,1767-TGTKO,TOWER_024,SIM Issue,Open,2,2026-02-23
COMP_00470,4919-MOAVT,TOWER_017,SIM Issue,Escalated,42,2025-05-21
COMP_00471,6060-DRTNL,TOWER_022,Billing Error,Resolved,32,2026-02-05
COMP_00472,1481-ZUWZA,TOWER_012,Call Drop,Resolved,39,2025-12-19
COMP_00473,8069-YQQAJ,TOWER_003,SIM Issue,Resolved,21,2025-10-25
COMP_00474,5998-VVEJY,TOWER_037,Slow Data,Resolved,4,2025-07-16
COMP_00475,1963-VAUKV,TOWER_017,SIM Issue,Open,22,2025-11-29
COMP_00476,2205-LPVGL,TOWER_010,Slow Data,Resolved,13,2025-08-24
COMP_00477,8165-CBKXO,TOWER_049,Call Drop,Open,37,2025-12-20
COMP_00478,5087-SUURX,TOWER_041,Call Drop,Open,16,2026-03-30
COMP_00479,5378-IKEEG,TOWER_049,SIM Issue,Escalated,41,2025-09-02
COMP_00480,9250-WYPLL,TOWER_045,Slow Data,Open,16,2025-11-11
COMP_00481,8019-ENHXU,TOWER_011,Call Drop,Open,21,2026-03-22
COMP_00482,7129-AZJDE,TOWER_003,Billing Error,Escalated,26,2025-12-13
COMP_00483,1122-YJBCS,TOWER_020,Billing Error,Resolved,10,2025-10-08
COMP_00484,8849-GYOKR,TOWER_014,SIM Issue,Resolved,34,2025-09-20
COMP_00485,0111-KLBQG,TOWER_047,Network Outage,Resolved,36,2026-01-29
COMP_00486,2845-HSJCY,TOWER_048,SIM Issue,Resolved,33,2026-02-23
COMP_00487,3671-SHRSP,TOWER_016,Slow Data,Open,21,2025-12-15
COMP_00488,0902-RFHOF,TOWER_002,Slow Data,Escalated,32,2026-04-16
COMP_00489,6618-RYATB,TOWER_026,SIM Issue,Open,4,2025-05-07
COMP_00490,4672-FOTSD,TOWER_003,SIM Issue,Resolved,15,2025-06-07
COMP_00491,4086-YQSNZ,TOWER_023,Billing Error,Escalated,5,2026-02-13
COMP_00492,1045-LTCYT,TOWER_001,Network Outage,Escalated,23,2025-08-06
COMP_00493,0406-BPDVR,TOWER_048,Network Outage,Open,25,2025-09-17
COMP_00494,2626-VEEWG,TOWER_022,Network Outage,Escalated,36,2025-07-24
COMP_00495,9170-GYZJC,TOWER_050,Call Drop,Resolved,20,2025-05-14
COMP_00496,8735-NBLWT,TOWER_003,Network Outage,Resolved,34,2025-11-20
COMP_00497,1452-KIOVK,TOWER_031,Call Drop,Escalated,17,2026-02-26
COMP_00498,7932-WPTDS,TOWER_050,Slow Data,Resolved,1,2025-07-21
COMP_00499,8016-ZMGMO,TOWER_049,Slow Data,Escalated,43,2025-11-29
COMP_00500,7508-MYBOG,TOWER_014,Billing Error,Open,44,2026-02-25
COMP_00501,2359-QWQUL,TOWER_025,Call Drop,Resolved,19,2025-08-15
COMP_00502,2530-ENDWQ,TOWER_045,Billing Error,Resolved,37,2026-04-06
COMP_00503,4910-GMJOT,TOWER_043,Network Outage,Open,28,2025-09-06
COMP_00504,5981-ZVXOT,TOWER_020,Billing Error,Open,38,2025-12-31
COMP_00505,4237-RLAQD,TOWER_026,Billing Error,Escalated,32,2025-06-21
COMP_00506,1980-KXVPM,TOWER_011,Slow Data,Resolved,45,2025-08-21
COMP_00507,7758-XKCBS,TOWER_022,Slow Data,Open,28,2025-06-07
COMP_00508,7435-ZNUYY,TOWER_003,Call Drop,Open,16,2026-04-20
COMP_00509,9102-IAYHT,TOWER_039,Slow Data,Resolved,23,2025-09-05
COMP_00510,7613-LLQFO,TOWER_032,Call Drop,Resolved,44,2026-04-25
COMP_00511,6128-AQBMT,TOWER_038,Call Drop,Resolved,43,2026-01-05
COMP_00512,1423-BMPBQ,TOWER_028,Network Outage,Resolved,11,2025-06-13
COMP_00513,8775-LHDJH,TOWER_023,Network Outage,Resolved,7,2025-06-17
COMP_00514,5868-YWPDW,TOWER_020,SIM Issue,Escalated,7,2026-01-29
COMP_00515,4536-PLEQY,TOWER_037,Slow Data,Resolved,18,2026-04-24
COMP_00516,7549-MYGPK,TOWER_016,Call Drop,Open,2,2025-05-10
COMP_00517,5982-FPVQN,TOWER_024,Billing Error,Resolved,34,2025-11-30
COMP_00518,4393-OBCRR,TOWER_017,Call Drop,Resolved,15,2025-12-20
COMP_00519,2995-YWTCD,TOWER_041,Call Drop,Resolved,15,2026-01-25
COMP_00520,1853-UDXBW,TOWER_032,Billing Error,Open,42,2025-05-22
COMP_00521,1260-TTRXI,TOWER_034,Billing Error,Open,36,2025-11-26
COMP_00522,4701-MLJPN,TOWER_009,Network Outage,Resolved,14,2026-01-21
COMP_00523,9514-JDSKI,TOWER_045,Network Outage,Resolved,3,2025-08-09
COMP_00524,1343-EHPYB,TOWER_021,Call Drop,Resolved,14,2025-05-13
COMP_00525,5028-GZLDO,TOWER_032,Network Outage,Open,4,2026-03-16
COMP_00526,8718-PTMEZ,TOWER_047,Network Outage,Escalated,26,2025-05-31
COMP_00527,0872-NXJYS,TOWER_039,Billing Error,Resolved,2,2026-01-26
COMP_00528,2856-NNASM,TOWER_013,Network Outage,Resolved,33,2026-01-16
COMP_00529,4418-LZMSV,TOWER_012,Billing Error,Escalated,3,2025-07-28
COMP_00530,2357-COQEK,TOWER_042,Slow Data,Resolved,27,2025-09-02
COMP_00531,9971-ZWPBF,TOWER_048,SIM Issue,Open,38,2025-11-23
COMP_00532,7398-HPYZQ,TOWER_006,Network Outage,Resolved,25,2025-06-16
COMP_00533,0872-JCPIB,TOWER_047,Billing Error,Resolved,30,2026-04-12
COMP_00534,1084-UQCHV,TOWER_039,Call Drop,Resolved,29,2026-04-16
COMP_00535,4580-TMHJU,TOWER_050,SIM Issue,Open,35,2026-01-17
COMP_00536,5774-XZTQC,TOWER_024,Slow Data,Escalated,18,2025-11-27
COMP_00537,0727-BMPLR,TOWER_046,Slow Data,Open,25,2026-01-27
COMP_00538,5228-EXCET,TOWER_030,Slow Data,Resolved,19,2026-03-30
COMP_00539,4431-EDMIQ,TOWER_019,Slow Data,Resolved,16,2026-01-21
COMP_00540,2357-COQEK,TOWER_045,Billing Error,Resolved,29,2026-03-28
COMP_00541,3235-ETOOB,TOWER_046,Slow Data,Escalated,38,2026-04-01
COMP_00542,5564-NEMQO,TOWER_017,Slow Data,Open,25,2026-04-14
COMP_00543,1513-XNPPH,TOWER_011,Billing Error,Open,11,2026-03-01
COMP_00544,7235-NXZCP,TOWER_040,Billing Error,Open,14,2025-05-24
COMP_00545,4661-NJEUX,TOWER_022,Billing Error,Escalated,31,2026-03-18
COMP_00546,9117-SHLZX,TOWER_015,Slow Data,Open,37,2025-08-16
COMP_00547,1579-KLYDT,TOWER_003,Call Drop,Resolved,4,2025-07-23
COMP_00548,2667-WYLWJ,TOWER_003,SIM Issue,Escalated,17,2025-08-09
COMP_00549,8780-IXSTS,TOWER_014,Network Outage,Open,15,2025-09-27
COMP_00550,7734-DBOAI,TOWER_048,Call Drop,Resolved,41,2025-11-13
COMP_00551,5572-ZDXHY,TOWER_009,Slow Data,Resolved,25,2026-02-08
COMP_00552,3393-FMZPV,TOWER_002,Network Outage,Escalated,43,2025-11-25
COMP_00553,3841-CONLJ,TOWER_027,Billing Error,Resolved,36,2025-10-28
COMP_00554,0936-NQLJU,TOWER_029,Billing Error,Open,16,2025-06-08
COMP_00555,2800-QQUSO,TOWER_043,Call Drop,Resolved,16,2025-11-10
COMP_00556,0219-YTZUE,TOWER_019,Call Drop,Resolved,30,2026-01-03
COMP_00557,6685-XSHHU,TOWER_050,Billing Error,Escalated,40,2026-02-16
COMP_00558,8660-BUETV,TOWER_023,Call Drop,Resolved,42,2025-08-22
COMP_00559,3988-RQIXO,TOWER_014,Network Outage,Open,41,2026-02-09
COMP_00560,5229-PRWKT,TOWER_027,Billing Error,Escalated,41,2025-06-04
COMP_00561,1207-BLKSA,TOWER_040,Billing Error,Open,2,2026-02-19
COMP_00562,2898-LSJGD,TOWER_018,SIM Issue,Open,38,2025-05-09
COMP_00563,6366-ZGQGL,TOWER_047,SIM Issue,Resolved,10,2025-12-08
COMP_00564,3990-QYKBE,TOWER_022,Billing Error,Open,34,2026-04-08
COMP_00565,5729-KLZAR,TOWER_031,Billing Error,Open,11,2025-10-23
COMP_00566,0379-DJQHR,TOWER_036,Call Drop,Resolved,13,2025-07-31
COMP_00567,2154-KVJFF,TOWER_034,Billing Error,Escalated,7,2025-10-13
COMP_00568,8779-QRDMV,TOWER_034,Call Drop,Open,12,2025-08-09
COMP_00569,0265-EDXBD,TOWER_030,SIM Issue,Escalated,1,2025-11-04
COMP_00570,1169-SAOCL,TOWER_009,Call Drop,Resolved,16,2025-12-02
COMP_00571,6034-ZRYCV,TOWER_041,SIM Issue,Open,28,2025-06-03
COMP_00572,6849-OYAMU,TOWER_004,SIM Issue,Escalated,13,2026-03-09
COMP_00573,6892-XPFPU,TOWER_002,Network Outage,Open,30,2025-09-08
COMP_00574,6207-WIOLX,TOWER_045,SIM Issue,Escalated,25,2026-02-13
COMP_00575,9066-QRSDU,TOWER_036,Slow Data,Resolved,19,2025-12-10
COMP_00576,0568-ONFPC,TOWER_021,Billing Error,Resolved,44,2025-06-26
COMP_00577,6141-OOXUQ,TOWER_031,SIM Issue,Open,32,2025-09-14
COMP_00578,0795-GMVQO,TOWER_008,Call Drop,Resolved,16,2025-07-29
COMP_00579,0876-WDUUZ,TOWER_002,Call Drop,Open,23,2026-03-10
COMP_00580,3716-BDVDB,TOWER_004,Slow Data,Resolved,3,2025-06-29
COMP_00581,4710-FDUIZ,TOWER_020,Network Outage,Open,33,2026-04-12
COMP_00582,7548-SEPYI,TOWER_037,Slow Data,Resolved,13,2025-10-17
COMP_00583,5336-UFNZP,TOWER_009,SIM Issue,Escalated,27,2026-03-25
COMP_00584,0723-DRCLG,TOWER_015,Slow Data,Escalated,42,2026-02-04
COMP_00585,9420-LOJKX,TOWER_033,Billing Error,Resolved,36,2026-01-25
COMP_00586,0761-AETCS,TOWER_042,Billing Error,Escalated,31,2025-11-26
COMP_00587,6164-HAQTX,TOWER_034,Call Drop,Open,30,2026-02-23
COMP_00588,2126-GSEGL,TOWER_009,Call Drop,Open,11,2025-12-05
COMP_00589,4452-QIIEB,TOWER_041,SIM Issue,Open,16,2026-01-20
COMP_00590,0661-XEYAN,TOWER_027,Call Drop,Open,17,2025-07-07
COMP_00591,5747-PMBSQ,TOWER_047,SIM Issue,Escalated,15,2026-04-01
COMP_00592,6407-UTSLV,TOWER_016,Slow Data,Escalated,18,2025-06-27
COMP_00593,9710-ZUSHQ,TOWER_018,SIM Issue,Open,29,2025-07-08
COMP_00594,4713-LZDRV,TOWER_028,Billing Error,Open,32,2026-03-03
COMP_00595,0691-IFBQW,TOWER_043,Slow Data,Resolved,26,2025-11-16
COMP_00596,1862-SKORY,TOWER_007,Network Outage,Resolved,18,2026-04-08
COMP_00597,6615-ZGEDR,TOWER_006,SIM Issue,Escalated,9,2025-06-23
COMP_00598,5707-ORNDZ,TOWER_004,Call Drop,Open,17,2025-11-29
COMP_00599,3315-TOTBP,TOWER_049,SIM Issue,Escalated,20,2026-04-20
COMP_00600,5266-PFRQK,TOWER_046,Billing Error,Escalated,10,2025-04-27
COMP_00601,2982-VPSGI,TOWER_034,SIM Issue,Resolved,22,2025-09-14
COMP_00602,3389-KTRXV,TOWER_039,Call Drop,Escalated,26,2025-06-23
COMP_00603,1383-EZRWL,TOWER_049,Network Outage,Escalated,38,2026-03-01
COMP_00604,3104-OWCGK,TOWER_047,Slow Data,Open,42,2025-08-17
COMP_00605,3537-HPKQT,TOWER_009,SIM Issue,Open,24,2025-08-07
COMP_00606,0691-IFBQW,TOWER_025,SIM Issue,Open,26,2026-04-04
COMP_00607,3346-BRMIS,TOWER_034,Billing Error,Escalated,14,2026-01-10
COMP_00608,6344-SFJVH,TOWER_025,Call Drop,Escalated,12,2026-04-26
COMP_00609,8496-DMZUK,TOWER_037,Slow Data,Escalated,11,2025-05-16
COMP_00610,3389-YGYAI,TOWER_013,SIM Issue,Escalated,16,2025-06-15
COMP_00611,4361-BKAXE,TOWER_048,Call Drop,Resolved,10,2026-03-16
COMP_00612,5186-SAMNZ,TOWER_044,Network Outage,Escalated,38,2025-04-28
COMP_00613,8806-EAGWC,TOWER_015,Billing Error,Open,37,2025-10-03
COMP_00614,6532-YLWSI,TOWER_033,Billing Error,Escalated,19,2025-06-01
COMP_00615,9330-DHBFL,TOWER_009,Billing Error,Open,23,2026-01-30
COMP_00616,7508-DQAKK,TOWER_028,Call Drop,Escalated,34,2025-08-10
COMP_00617,6994-ORCWG,TOWER_033,Billing Error,Open,40,2026-04-22
COMP_00618,5955-EPOAZ,TOWER_031,Slow Data,Escalated,41,2025-06-11
COMP_00619,9444-JTXHZ,TOWER_002,Network Outage,Resolved,35,2026-04-17
COMP_00620,4220-TINQT,TOWER_028,SIM Issue,Resolved,10,2025-10-17
COMP_00621,8739-WWKDU,TOWER_026,Call Drop,Escalated,35,2026-02-04
COMP_00622,6000-APYLU,TOWER_050,Billing Error,Resolved,19,2025-10-18
COMP_00623,9237-HQITU,TOWER_046,SIM Issue,Escalated,28,2026-02-22
COMP_00624,6416-TVAIH,TOWER_045,Slow Data,Resolved,1,2025-05-05
COMP_00625,7049-GKVZY,TOWER_007,Slow Data,Escalated,1,2025-10-04
COMP_00626,4183-WCSEP,TOWER_005,Slow Data,Open,40,2025-06-11
COMP_00627,0870-VEMYL,TOWER_040,Slow Data,Resolved,42,2025-10-13
COMP_00628,2719-BDAQO,TOWER_016,SIM Issue,Escalated,35,2025-06-03
COMP_00629,2049-BAFNW,TOWER_013,SIM Issue,Open,11,2025-11-15
COMP_00630,9863-JZAIC,TOWER_011,Slow Data,Open,29,2025-07-29
COMP_00631,9629-NHXFW,TOWER_037,SIM Issue,Resolved,38,2025-05-31
COMP_00632,6896-SRVYQ,TOWER_038,SIM Issue,Open,40,2025-06-03
COMP_00633,8393-DLHGA,TOWER_011,Slow Data,Resolved,9,2026-03-10
COMP_00634,7969-AULMZ,TOWER_045,SIM Issue,Escalated,45,2025-12-13
COMP_00635,6502-HCJTI,TOWER_024,SIM Issue,Escalated,29,2026-02-07
COMP_00636,3399-BMLVW,TOWER_030,Billing Error,Open,35,2025-12-11
COMP_00637,9840-DVNDC,TOWER_046,Slow Data,Escalated,19,2025-12-23
COMP_00638,1015-JPFYW,TOWER_038,Call Drop,Escalated,25,2025-05-24
COMP_00639,7639-SUPCW,TOWER_010,Call Drop,Escalated,33,2025-11-20
COMP_00640,4680-KUTAJ,TOWER_002,Slow Data,Escalated,33,2025-05-03
COMP_00641,5998-VVEJY,TOWER_027,Billing Error,Escalated,4,2025-08-27
COMP_00642,2684-EIWEO,TOWER_008,Call Drop,Open,21,2025-10-21
COMP_00643,4450-DLLMH,TOWER_006,SIM Issue,Resolved,21,2025-07-19
COMP_00644,9142-XMYJH,TOWER_007,Billing Error,Resolved,21,2026-02-12
COMP_00645,2235-ZGKPT,TOWER_036,Call Drop,Open,19,2026-03-11
COMP_00646,7587-AOVVU,TOWER_050,Slow Data,Escalated,10,2026-01-11
COMP_00647,2205-YMZZJ,TOWER_041,Slow Data,Escalated,45,2025-07-16
COMP_00648,9244-ZVAPM,TOWER_045,Call Drop,Escalated,10,2025-07-16
COMP_00649,7855-DIWPO,TOWER_049,SIM Issue,Open,40,2025-06-28
COMP_00650,6615-ZGEDR,TOWER_020,Network Outage,Open,21,2025-05-08
COMP_00651,3199-NPKCN,TOWER_035,Billing Error,Open,27,2025-10-12
COMP_00652,5364-EVNIB,TOWER_019,Call Drop,Open,23,2025-06-19
COMP_00653,7854-EDSSA,TOWER_022,Call Drop,Resolved,15,2025-05-10
